"","tripduration","starttime","stoptime","start.station.id","start.station.name","start.station.latitude","start.station.longitude","end.station.id","end.station.name","end.station.latitude","end.station.longitude","bikeid","usertype","birth.year","gender","season","DATE","STATION","NAME","PRCP","SNOW","SNWD","TMAX","TMIN"
"952",332,"2019-01-09 14:33:36.0200","2019-01-09 14:39:08.3430","478","11 Ave & W 41 St",40.76030096,-73.99884222,"458","11 Ave & W 27 St",40.751396,-74.005226,31143,"Subscriber",1947,2,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"953",252,"2019-01-27 17:13:11.9910","2019-01-27 17:17:24.0130","228","E 48 St & 3 Ave",40.7546011026,-73.971878855,"441","E 52 St & 2 Ave",40.756014,-73.967416,30236,"Subscriber",1978,1,"winter","2019-01-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,0
"954",1469,"2019-01-03 14:40:39.7550","2019-01-03 15:05:09.1500","3137","5 Ave & E 73 St",40.77282817,-73.96685276,"3137","5 Ave & E 73 St",40.77282817,-73.96685276,25665,"Customer",1967,1,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"955",509,"2019-01-29 22:25:23.6180","2019-01-29 22:33:52.9080","459","W 20 St & 11 Ave",40.746745,-74.007756,"497","E 17 St & Broadway",40.73704984,-73.99009296,32693,"Subscriber",1994,1,"winter","2019-01-29","USW00094728","NY CITY CENTRAL PARK, NY US",5.8,0,0,6.1,-3.8
"956",192,"2019-01-02 14:46:56.5180","2019-01-02 14:50:08.5600","3423","West Drive & Prospect Park West",40.6610633719006,-73.9794525504112,"3300","Prospect Park West & 8 St",40.6651468153379,-73.9763760566711,20307,"Subscriber",1958,2,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"957",493,"2019-01-28 13:25:05.1470","2019-01-28 13:33:18.6200","3356","Amsterdam Ave & W 66 St",40.7746671,-73.98470567,"479","9 Ave & W 45 St",40.76019252,-73.9912551,32672,"Subscriber",1968,1,"winter","2019-01-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.3,-3.8
"958",487,"2019-01-09 12:25:55.8980","2019-01-09 12:34:03.7540","522","E 51 St & Lexington Ave",40.75714758,-73.97207836,"500","Broadway & W 51 St",40.76228826,-73.98336183,32339,"Subscriber",1975,1,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"959",337,"2019-01-28 07:24:07.4330","2019-01-28 07:29:44.4990","493","W 45 St & 6 Ave",40.7568001,-73.98291153,"515","W 43 St & 10 Ave",40.76009437,-73.99461843,17340,"Subscriber",1980,1,"winter","2019-01-28","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,3.3,-3.8
"960",1172,"2019-01-09 20:36:03.8050","2019-01-09 20:55:36.7570","505","6 Ave & W 33 St",40.74901271,-73.98848395,"339","Avenue D & E 12 St",40.72580614,-73.97422494,32632,"Subscriber",1991,2,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"961",237,"2019-01-25 08:25:52.0470","2019-01-25 08:29:49.1260","363","West Thames St",40.70834698,-74.01713445,"304","Broadway & Battery Pl",40.70463334,-74.01361706,35768,"Subscriber",1971,2,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"962",161,"2019-01-09 19:31:04.6260","2019-01-09 19:33:46.6060","396","Lefferts Pl & Franklin Ave",40.680342423,-73.9557689392,"3673","Dean St & Franklin Ave",40.6775920693738,-73.955637216568,25378,"Subscriber",1984,1,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"963",309,"2019-01-10 19:08:28.5940","2019-01-10 19:13:38.3780","365","Fulton St & Grand Ave",40.68223166,-73.9614583,"3537","Carlton Ave & Dean St",40.6809741,-73.9710097,35720,"Subscriber",1986,2,"winter","2019-01-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-2.1
"964",474,"2019-01-25 08:08:21.4010","2019-01-25 08:16:15.6960","3693","N 11 St & Kent Ave",40.7224818863822,-73.9592193067074,"3094","Graham Ave & Withers St",40.7169811,-73.94485918,31073,"Subscriber",1989,1,"winter","2019-01-25","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,-2.1
"965",668,"2019-01-03 07:43:49.5020","2019-01-03 07:54:57.7860","254","W 11 St & 6 Ave",40.73532427,-73.99800419,"317","E 6 St & Avenue B",40.72453734,-73.98185424,15035,"Subscriber",1989,2,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"966",235,"2019-01-23 01:47:23.2450","2019-01-23 01:51:18.2990","467","Dean St & 4 Ave",40.68312489,-73.97895137,"3373","3 St & 3 Ave",40.6750705,-73.98775226,34852,"Subscriber",1974,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"967",464,"2019-01-15 18:40:28.1240","2019-01-15 18:48:12.5070","540","Lexington Ave & E 29 St",40.7431155537649,-73.9821535348892,"519","Pershing Square North",40.751873,-73.977706,18296,"Subscriber",1978,2,"winter","2019-01-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,2.2,-3.8
"968",477,"2019-01-08 07:40:43.7390","2019-01-08 07:48:41.3370","3346","Berkeley Pl & 7 Ave",40.6751468387098,-73.9752320945263,"3381","3 St & Hoyt St",40.6777287,-73.99364123,31947,"Subscriber",1986,1,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"969",1581,"2019-01-14 17:22:12.3930","2019-01-14 17:48:33.6130","3243","E 58 St & 1 Ave",40.7589238637769,-73.9622622728348,"3359","E 68 St & Madison Ave",40.7691572,-73.96703464,18252,"Subscriber",1986,1,"winter","2019-01-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0,-5.5
"970",382,"2019-01-17 19:42:45.4520","2019-01-17 19:49:07.6050","3093","N 6 St & Bedford Ave",40.71745169,-73.95850939,"3668","Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,32337,"Subscriber",1991,1,"winter","2019-01-17","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-4.3
"971",458,"2019-01-02 09:50:39.1830","2019-01-02 09:58:17.7920","3663","Sterling Pl & 7 Ave",40.6771648946906,-73.973827958107,"3306","10 St & 7 Ave",40.6662078,-73.98199886,20307,"Subscriber",1976,2,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"972",287,"2019-01-05 11:31:04.5840","2019-01-05 11:35:52.1480","406","Hicks St & Montague St",40.69512845,-73.99595065,"3440","Fulton St & Adams St",40.6924182925785,-73.989494740963,29821,"Subscriber",1973,2,"winter","2019-01-05","USW00094728","NY CITY CENTRAL PARK, NY US",12.7,0,0,8.3,5
"973",547,"2019-01-02 16:27:16.4240","2019-01-02 16:36:23.7150","516","E 47 St & 1 Ave",40.75206862,-73.96784384,"297","E 15 St & 3 Ave",40.734232,-73.986923,34784,"Subscriber",1981,1,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"974",140,"2019-01-30 08:51:42.1170","2019-01-30 08:54:02.8950","229","Great Jones St",40.72743423,-73.99379025,"293","Lafayette St & E 8 St",40.7302066052995,-73.9910262823105,34223,"Subscriber",1977,1,"winter","2019-01-30","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,10,0,1.7,-14.3
"975",618,"2019-01-02 13:06:49.2620","2019-01-02 13:17:07.6040","3417","Baltic St & 5 Ave",40.6795766,-73.97854971,"3418","Plaza St West & Flatbush Ave",40.6750207,-73.97111473,33061,"Customer",1969,0,"winter","2019-01-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,4.4,1.7
"976",757,"2019-01-15 17:24:59.9900","2019-01-15 17:37:37.7500","335","Washington Pl & Broadway",40.72903917,-73.99404649,"320","Leonard St & Church St",40.717571,-74.005549,30602,"Subscriber",1955,1,"winter","2019-01-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,2.2,-3.8
"977",526,"2019-01-09 17:27:47.8180","2019-01-09 17:36:34.7520","313","Washington Ave & Park Ave",40.69610226,-73.96751037,"3429","Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,32176,"Subscriber",1981,1,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"978",594,"2019-01-07 14:26:47.4170","2019-01-07 14:36:42.1620","3170","W 84 St & Columbus Ave",40.78499979,-73.97283406,"3285","W 87 St & Amsterdam Ave",40.78839,-73.9747,34790,"Subscriber",1982,1,"winter","2019-01-07","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-3.8
"979",417,"2019-01-23 06:55:08.6040","2019-01-23 07:02:05.9560","2006","Central Park S & 6 Ave",40.76590936,-73.97634151,"3359","E 68 St & Madison Ave",40.7691572,-73.96703464,35255,"Subscriber",1994,2,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"980",632,"2019-01-13 19:58:25.9300","2019-01-13 20:08:58.5740","3047","Halsey St & Tompkins Ave",40.6823687,-73.944118,"3047","Halsey St & Tompkins Ave",40.6823687,-73.944118,31858,"Subscriber",1969,1,"winter","2019-01-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-3.8
"981",69,"2019-01-20 14:08:56.1590","2019-01-20 14:10:05.7320","382","University Pl & E 14 St",40.73492695,-73.99200509,"285","Broadway & E 14 St",40.73454567,-73.99074142,33192,"Subscriber",1900,1,"winter","2019-01-20","USW00094728","NY CITY CENTRAL PARK, NY US",22.4,0,0,5.6,-9.9
"982",573,"2019-01-22 09:59:58.9300","2019-01-22 10:09:32.5440","3258","W 27 St & 10 Ave",40.7501815632568,-74.0021842718124,"402","Broadway & E 22 St",40.7403432,-73.98955109,33754,"Subscriber",1987,1,"winter","2019-01-22","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-0.5,-10.5
"983",607,"2019-01-08 17:46:16.4310","2019-01-08 17:56:24.1210","3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,"379","W 31 St & 7 Ave",40.749156,-73.9916,20245,"Subscriber",1964,1,"winter","2019-01-08","USW00094728","NY CITY CENTRAL PARK, NY US",4.3,0,0,7.2,1.1
"984",1741,"2019-01-03 08:09:03.1640","2019-01-03 08:38:04.9200","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,"195","Liberty St & Broadway",40.70905623,-74.01043382,34727,"Subscriber",1961,1,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"985",200,"2019-01-09 09:58:26.9500","2019-01-09 10:01:47.7690","3629","Adam Clayton Powell Blvd & W 126 St",40.8094953477795,-73.9477649331093,"3533","St. Nicholas Ave & W 126 St",40.8114323,-73.9518776,20178,"Subscriber",1987,2,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"986",548,"2019-01-23 09:19:27.6470","2019-01-23 09:28:36.1010","499","Broadway & W 60 St",40.76915505,-73.98191841,"508","W 46 St & 11 Ave",40.76341379,-73.99667444,32742,"Subscriber",1993,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"987",1027,"2019-01-15 08:49:11.1230","2019-01-15 09:06:18.1920","2009","Catherine St & Monroe St",40.71117444,-73.99682619,"127","Barrow St & Hudson St",40.73172428,-74.00674436,20110,"Subscriber",1968,1,"winter","2019-01-15","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,2.2,-3.8
"988",434,"2019-01-23 22:23:15.9110","2019-01-23 22:30:30.4270","496","E 16 St & 5 Ave",40.73726186,-73.99238967,"174","E 25 St & 1 Ave",40.7381765,-73.97738662,31333,"Subscriber",1994,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"989",971,"2019-01-14 09:12:57.5280","2019-01-14 09:29:08.5940","307","Canal St & Rutgers St",40.71427487,-73.98990025,"223","W 13 St & 7 Ave",40.73781509,-73.99994661,32178,"Subscriber",1980,1,"winter","2019-01-14","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0,-5.5
"990",486,"2019-01-31 17:43:02.6620","2019-01-31 17:51:08.8460","465","Broadway & W 41 St",40.75513557,-73.98658032,"402","Broadway & E 22 St",40.7403432,-73.98955109,26503,"Subscriber",1974,1,"winter","2019-01-31","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,-8.8,-16.6
"991",683,"2019-01-12 18:51:37.0390","2019-01-12 19:03:00.2620","3328","W 100 St & Manhattan Ave",40.795,-73.9645,"3312","1 Ave & E 94 St",40.7817212,-73.94594,26360,"Subscriber",1990,1,"winter","2019-01-12","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-6.6
"992",746,"2019-01-03 11:40:18.2450","2019-01-03 11:52:44.6650","3255","8 Ave & W 31 St",40.7505853470215,-73.9946848154068,"3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,19210,"Subscriber",1984,1,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"993",768,"2019-01-07 18:30:06.1500","2019-01-07 18:42:54.7360","3461","Murray St & Greenwich St",40.7148515052625,-74.0112233161926,"3435","Grand St & Elizabeth St",40.718822,-73.99596,17501,"Subscriber",1998,1,"winter","2019-01-07","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,1.1,-3.8
"994",382,"2019-01-04 17:43:54.9210","2019-01-04 17:50:17.2460","3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,"254","W 11 St & 6 Ave",40.73532427,-73.99800419,29038,"Subscriber",1984,1,"winter","2019-01-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,8.3,1.7
"995",298,"2019-01-09 10:12:22.8710","2019-01-09 10:17:21.7620","3335","Union St & 4 Ave",40.6772744,-73.98282002,"3429","Hanson Pl & Ashland Pl",40.6850680730818,-73.9779075980186,27623,"Subscriber",1956,1,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"996",282,"2019-01-03 09:00:23.8030","2019-01-03 09:05:05.8270","167","E 39 St & 3 Ave",40.7489006,-73.97604882,"498","Broadway & W 32 St",40.74854862,-73.98808416,35437,"Subscriber",1981,1,"winter","2019-01-03","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,6.7,2.8
"997",953,"2019-01-23 17:57:10.4820","2019-01-23 18:13:03.6620","3175","W 70 St & Amsterdam Ave",40.77748046,-73.98288594,"3443","W 52 St & 6 Ave",40.7613298312481,-73.9798200130463,28023,"Subscriber",1983,1,"winter","2019-01-23","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,-0.5
"998",636,"2019-01-13 15:34:45.1510","2019-01-13 15:45:21.5900","435","W 21 St & 6 Ave",40.74173969,-73.99415556,"487","E 20 St & FDR Drive",40.73314259,-73.97573881,27756,"Subscriber",1990,2,"winter","2019-01-13","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,0.6,-3.8
"999",624,"2019-01-09 17:08:23.2170","2019-01-09 17:18:47.6620","173","Broadway & W 49 St",40.7606832709659,-73.9845272898674,"519","Pershing Square North",40.751873,-73.977706,32540,"Subscriber",1973,2,"winter","2019-01-09","USW00094728","NY CITY CENTRAL PARK, NY US",1.5,0,0,7.2,1.1
"1000",380,"2019-01-27 15:49:02.9080","2019-01-27 15:55:23.6110","528","2 Ave & E 31 St",40.74290902,-73.97706058,"402","Broadway & E 22 St",40.7403432,-73.98955109,35168,"Subscriber",1991,1,"winter","2019-01-27","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,9.4,0
"1001",1747,"2019-04-17 16:09:35.8740","2019-04-17 16:38:43.5110","264","Maiden Ln & Pearl St",40.70706456,-74.00731853,"336","Sullivan St & Washington Sq",40.73047747,-73.99906065,34180,"Subscriber",1998,1,"spring","2019-04-17","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,17.2,8.9
"1002",368,"2019-04-01 15:53:51.5100","2019-04-01 16:00:00.2730","492","W 33 St & 7 Ave",40.75019995,-73.99093085,"3687","E 33 St & 1 Ave",40.7432268143217,-73.9744978398085,37863,"Subscriber",1986,1,"spring","2019-04-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,7.8,0.6
"1003",1715,"2019-04-06 11:32:44.4490","2019-04-06 12:01:19.4720","515","W 43 St & 10 Ave",40.76009437,-73.99461843,"426","West St & Chambers St",40.71754834,-74.01322069,37309,"Customer",1991,1,"spring","2019-04-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20,3.9
"1004",622,"2019-04-07 23:08:59.5100","2019-04-07 23:19:21.8020","458","11 Ave & W 27 St",40.751396,-74.005226,"515","W 43 St & 10 Ave",40.76009437,-73.99461843,33436,"Subscriber",1978,1,"spring","2019-04-07","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,10.6
"1005",201,"2019-04-06 11:13:37.6640","2019-04-06 11:16:59.2520","2000","Front St & Washington St",40.70255088,-73.98940236,"321","Cadman Plaza E & Red Cross Pl",40.69991755,-73.98971773,28698,"Subscriber",1971,1,"spring","2019-04-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20,3.9
"1006",1017,"2019-04-06 13:29:49.6780","2019-04-06 13:46:47.2000","3725","2 Ave & E 72 St",40.7687620293096,-73.9584079384804,"3233","E 48 St & 5 Ave",40.7572456791173,-73.978059142828,25191,"Subscriber",1964,2,"spring","2019-04-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20,3.9
"1007",947,"2019-04-21 10:59:59.7620","2019-04-21 11:15:47.1930","3457","E 58 St & Madison Ave",40.7630259428052,-73.9720952510834,"3282","5 Ave & E 88 St",40.78307,-73.95939,17565,"Subscriber",1947,1,"spring","2019-04-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,11.7
"1008",508,"2019-04-18 16:12:56.2600","2019-04-18 16:21:25.0220","426","West St & Chambers St",40.71754834,-74.01322069,"127","Barrow St & Hudson St",40.73172428,-74.00674436,31796,"Subscriber",1988,1,"spring","2019-04-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,16.7,10.6
"1009",494,"2019-04-24 20:00:07.8210","2019-04-24 20:08:22.3660","377","6 Ave & Canal St",40.72243797,-74.00566443,"531","Forsyth St & Broome St",40.71893904,-73.99266288,27975,"Subscriber",1993,2,"spring","2019-04-24","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20.6,12.8
"1010",673,"2019-04-23 07:41:35.9160","2019-04-23 07:52:49.1160","3159","W 67 St & Broadway",40.77492513,-73.98266566,"479","9 Ave & W 45 St",40.76019252,-73.9912551,25377,"Subscriber",1985,2,"spring","2019-04-23","USW00094728","NY CITY CENTRAL PARK, NY US",2,0,0,25,13.3
"1011",237,"2019-04-14 12:37:34.2650","2019-04-14 12:41:31.6310","517","Pershing Square South",40.751581,-73.97791,"472","E 32 St & Park Ave",40.7457121,-73.98194829,33637,"Subscriber",1955,1,"spring","2019-04-14","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,22.8,15.6
"1012",213,"2019-04-10 09:39:43.6560","2019-04-10 09:43:17.0580","3397","Court St & Nelson St",40.6763947,-73.99869893,"3386","1 Pl & Clinton St",40.6809591,-73.99905709,21301,"Subscriber",1989,1,"spring","2019-04-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,7.2
"1013",483,"2019-04-10 09:43:27.0230","2019-04-10 09:51:30.9550","3163","Central Park West & W 68 St",40.7734066,-73.97782542,"305","E 58 St & 3 Ave",40.76095756,-73.96724467,27024,"Subscriber",1979,1,"spring","2019-04-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,7.2
"1014",615,"2019-04-28 14:52:29.9540","2019-04-28 15:02:45.4540","3263","Cooper Square & Astor Pl",40.7295149622495,-73.990752696991,"435","W 21 St & 6 Ave",40.74173969,-73.99415556,34398,"Subscriber",1986,2,"spring","2019-04-28","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,11.7,7.2
"1015",550,"2019-04-23 14:53:18.9730","2019-04-23 15:02:29.4410","412","Forsyth St & Canal St",40.7158155,-73.99422366,"410","Suffolk St & Stanton St",40.72066442,-73.98517977,35142,"Subscriber",1955,1,"spring","2019-04-23","USW00094728","NY CITY CENTRAL PARK, NY US",2,0,0,25,13.3
"1016",574,"2019-04-25 09:54:15.6440","2019-04-25 10:03:49.8180","3112","Milton St & Franklin St",40.72906,-73.95779,"3119","Vernon Blvd & 50 Ave",40.74232744,-73.95411749,30622,"Subscriber",1981,1,"spring","2019-04-25","USW00094728","NY CITY CENTRAL PARK, NY US",0.5,0,0,18.9,8.9
"1017",826,"2019-04-29 18:49:36.3820","2019-04-29 19:03:22.4560","448","W 37 St & 10 Ave",40.75660359,-73.9979009,"3658","W 18 St & 9 Ave",40.7435337324616,-74.0036755800247,34195,"Customer",1969,0,"spring","2019-04-29","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,15.6,5
"1018",512,"2019-04-02 05:02:57.1700","2019-04-02 05:11:29.2050","3142","1 Ave & E 62 St",40.7612274,-73.96094022,"520","W 52 St & 5 Ave",40.75992262,-73.97648516,25137,"Subscriber",1990,1,"spring","2019-04-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,3.9
"1019",81,"2019-04-28 08:56:34.1990","2019-04-28 08:57:55.5240","426","West St & Chambers St",40.71754834,-74.01322069,"276","Duane St & Greenwich St",40.71748752,-74.0104554,28034,"Subscriber",1975,1,"spring","2019-04-28","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,11.7,7.2
"1020",397,"2019-04-06 12:51:02.2040","2019-04-06 12:57:39.4030","3620","11 St & 43 Ave",40.7519071,-73.9479119,"3124","46 Ave & 5 St",40.74731,-73.95451,25642,"Subscriber",1981,1,"spring","2019-04-06","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20,3.9
"1021",162,"2019-04-02 17:22:22.2630","2019-04-02 17:25:05.2110","343","Clinton Ave & Flushing Ave",40.69794,-73.96986848,"313","Washington Ave & Park Ave",40.69610226,-73.96751037,37868,"Subscriber",1989,2,"spring","2019-04-02","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,11.1,3.9
"1022",1588,"2019-04-28 16:11:38.1460","2019-04-28 16:38:06.4780","387","Centre St & Chambers St",40.71273266,-74.0046073,"217","Old Fulton St",40.70277159,-73.99383605,21021,"Customer",1992,2,"spring","2019-04-28","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,11.7,7.2
"1023",138,"2019-04-24 17:55:45.4130","2019-04-24 17:58:03.8610","3709","W 15 St & 6 Ave",40.7380461424828,-73.996429592371,"3660","W 16 St & 8 Ave",40.7410215090027,-74.001384973526,28051,"Subscriber",1986,1,"spring","2019-04-24","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20.6,12.8
"1024",187,"2019-04-04 09:32:04.3810","2019-04-04 09:35:11.7000","3449","Eckford St & Engert Ave",40.7214625622982,-73.9480090141296,"3668","Leonard St & Nassau Ave",40.7239567849954,-73.9498436450958,27890,"Subscriber",1975,1,"spring","2019-04-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,6.7
"1025",306,"2019-04-08 09:00:58.0890","2019-04-08 09:06:04.6070","3467","W Broadway & Spring Street",40.7249467235942,-74.0016585588455,"151","Cleveland Pl & Spring St",40.722103786686,-73.997249007225,17512,"Subscriber",1982,1,"spring","2019-04-08","USW00094728","NY CITY CENTRAL PARK, NY US",6.6,0,0,26.1,9.4
"1026",642,"2019-04-10 11:19:23.8480","2019-04-10 11:30:05.9500","304","Broadway & Battery Pl",40.70463334,-74.01361706,"350","Clinton St & Grand St",40.71559509,-73.9870295,37673,"Subscriber",1993,1,"spring","2019-04-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,7.2
"1027",335,"2019-04-17 12:06:43.7440","2019-04-17 12:12:19.1350","3171","Amsterdam Ave & W 82 St",40.78524672,-73.97667321,"3164","Columbus Ave & W 72 St",40.7770575,-73.97898475,19912,"Subscriber",1987,1,"spring","2019-04-17","USW00094728","NY CITY CENTRAL PARK, NY US",0.3,0,0,17.2,8.9
"1028",223,"2019-04-10 09:36:12.1580","2019-04-10 09:39:55.2500","502","Henry St & Grand St",40.714215,-73.981346,"311","Norfolk St & Broome St",40.7172274,-73.98802084,33773,"Subscriber",1960,2,"spring","2019-04-10","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,7.2
"1029",1313,"2019-04-21 17:57:43.0590","2019-04-21 18:19:36.3270","405","Washington St & Gansevoort St",40.739323,-74.008119,"2008","Little West St & 1 Pl",40.70569254,-74.01677685,33551,"Customer",1994,1,"spring","2019-04-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,11.7
"1030",812,"2019-04-01 07:15:28.0970","2019-04-01 07:29:00.9850","127","Barrow St & Hudson St",40.73172428,-74.00674436,"224","Spruce St & Nassau St",40.71146364,-74.00552427,20271,"Subscriber",1991,1,"spring","2019-04-01","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,7.8,0.6
"1031",653,"2019-04-04 15:50:26.4470","2019-04-04 16:01:20.2600","497","E 17 St & Broadway",40.73704984,-73.99009296,"346","Bank St & Hudson St",40.73652889,-74.00618026,34383,"Subscriber",1942,1,"spring","2019-04-04","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,15.6,6.7
"1032",1222,"2019-04-18 14:53:43.5930","2019-04-18 15:14:05.9490","502","Henry St & Grand St",40.714215,-73.981346,"151","Cleveland Pl & Spring St",40.722103786686,-73.997249007225,34182,"Subscriber",1986,2,"spring","2019-04-18","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,16.7,10.6
"1033",953,"2019-04-15 18:04:36.5230","2019-04-15 18:20:29.5630","223","W 13 St & 7 Ave",40.73781509,-73.99994661,"146","Hudson St & Reade St",40.71625008,-74.0091059,30528,"Subscriber",1985,2,"spring","2019-04-15","USW00094728","NY CITY CENTRAL PARK, NY US",24.4,0,0,18.3,7.8
"1034",2399,"2019-04-21 18:03:48.0690","2019-04-21 18:43:47.6960","468","Broadway & W 56 St",40.7652654,-73.98192338,"383","Greenwich Ave & Charles St",40.735238,-74.000271,19759,"Customer",1969,0,"spring","2019-04-21","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,18.9,11.7
"1035",673,"2019-04-23 07:46:19.1840","2019-04-23 07:57:32.8890","3350","W 100 St & Broadway",40.7973721,-73.97041192,"3292","5 Ave & E 93 St",40.7857851,-73.957481,33292,"Subscriber",1977,2,"spring","2019-04-23","USW00094728","NY CITY CENTRAL PARK, NY US",2,0,0,25,13.3
"1036",840,"2019-04-24 17:05:55.0300","2019-04-24 17:19:55.4990","414","Pearl St & Anchorage Pl",40.70281858,-73.98765762,"3315","Henry St & Degraw St",40.6847514,-73.99917254,15259,"Subscriber",1964,1,"spring","2019-04-24","USW00094728","NY CITY CENTRAL PARK, NY US",0,0,0,20.6,12.8
